CustomerID,Age,HomeOwner,ResidenceLength,DwellingType,Gender,Marital,HouseholdSize,ChildPresent,Child0.5,Child6.12,Child13.18,Income,Occupation,HomeValue,MagazineStatus,PaidDirectMailOrders,YearsSinceLastOrder,TotalAmountPaid,PoundsPerIssue,TotalPaidOrders,MonthsSinceLastPayment,LastPaymentType,UnpaidMagazines,PaidCashMagazines,PaidReinstateMagazines,PaidCreditMagazines,ActiveSubscriptions,ExpiredSubscriptions,RequestedCancellations,NoPayCancellations,PaidComplaints,GiftDonor,NumberGiftDonations,MonthsSince1stOrder,MonthsSinceLastOrder,MonthsSinceExpire,Renewal
7742,69,100,10,S,F,M,2,N,0,15,35,131000,M,4,O,4,9,105.05,0.56,7,89,1,0,1,0,1,0,2,0,0,0,N,0,264,90,54,No
9684,76,100,6,M,F,M,2,N,0,0,35,71000,U,6,O,1,8,20.49,0.57,1,74,1,0,0,1,1,0,2,0,0,0,N,0,276,75,39,No
36871,76,100,14,S,F,M,3,Y,35,25,100,51000,M,2,E,0,4,0.0,0.56,0,32,1,0,0,0,1,0,1,0,0,0,N,0,44,32,18,No
2427,75,100,14,S,F,M,2,Y,45,55,100,73000,W,3,C,1,9,103.93,0.28,6,117,0,1,0,0,1,0,2,1,0,0,Y,1,206,118,81,No
33064,38,100,6,S,F,M,2,Y,0,100,75,87500,W,5,O,0,10,0.0,0.85,0,69,A,0,2,0,0,0,2,0,0,0,N,0,69,69,57,No
40056,30,0,1,S,F,M,3,Y,35,15,45,89000,U,4,O,3,10,96.97,0.53,7,82,A,0,2,0,1,0,3,0,0,0,N,0,218,94,57,No
12703,64,100,8,M,F,M,5,Y,45,100,100,44000,W,1,E,1,3,305.26,1.17,10,55,A,1,3,0,1,0,4,0,1,0,N,0,159,77,40,No
4707,55,100,14,S,M,M,5,Y,65,0,100,73000,M,1,B,1,10,121.36,0.53,8,77,1,2,0,0,2,0,2,1,1,0,N,0,156,79,42,No
22172,21,100,14,S,F,M,3,Y,35,0,75,44000,W,2,E,1,4,94.95,0.79,8,45,A,3,2,0,1,0,4,2,0,0,N,0,104,104,90,No
31919,35,100,3,S,F,S,3,Y,100,100,100,48000,W,3,E,0,5,92.91,1.11,2,45,A,0,2,0,0,0,3,0,0,0,N,0,45,45,8,No
17727,65,100,1,S,F,M,3,Y,35,35,100,169000,U,5,O,0,7,40.0,1.33,1,104,A,0,1,0,0,0,1,0,0,0,N,0,104,104,73,No
1592,69,70,2,S,F,M,2,N,15,0,35,23000,U,9,A,4,0,193.84,0.56,10,53,F,0,2,0,1,1,3,0,0,0,N,0,217,106,69,No
23736,42,100,1,M,F,S,3,Y,35,35,100,53000,W,4,E,0,0,59.17,0.5,4,179,I,0,1,0,1,0,2,0,0,0,N,0,258,16,3,Yes
31582,41,100,7,S,F,M,4,Y,100,100,35,156000,H,4,E,0,2,0.0,0.0,1,21,A,0,1,0,0,0,1,0,1,0,N,0,21,21,8,No
25024,31,100,11,S,F,S,6,Y,100,100,65,188000,W,9,E,2,1,66.0,0.47,5,17,A,0,2,0,2,0,5,0,0,0,N,0,102,102,66,No
38940,51,0,4,M,F,M,6,Y,0,0,100,42500,M,1,O,1,10,38.0,0.56,2,88,1,0,0,0,1,0,1,0,0,0,N,0,176,90,53,No
10578,58,100,9,S,F,S,3,Y,100,100,45,56000,M,3,B,3,9,242.98,0.84,15,63,8,1,4,0,2,0,6,0,1,0,N,0,252,100,64,No
22316,40,100,11,S,M,M,5,Y,100,100,85,87000,B,3,O,1,7,68.26,0.79,4,157,2,0,0,0,1,0,1,0,0,0,Y,2,166,120,94,No
38715,26,100,1,S,F,M,3,Y,100,15,0,149000,U,7,E,0,1,0.0,0.0,1,19,A,0,1,0,0,0,1,0,0,0,N,0,19,19,5,No
19670,34,100,4,S,F,M,3,Y,100,45,65,81000,M,2,E,0,5,30.0,0.91,2,28,0,0,1,0,2,0,3,0,0,0,Y,1,55,55,42,No
33603,54,100,6,S,M,S,1,N,45,45,35,68000,M,2,O,0,10,25.97,1.08,2,69,A,0,2,0,0,0,2,0,0,0,N,0,69,69,57,No
12390,65,100,14,S,M,S,4,N,45,35,35,65000,M,5,O,3,6,46.99,0.68,4,117,1,0,1,1,1,0,3,0,0,0,N,0,118,118,81,No
12472,56,100,10,S,F,S,3,Y,45,100,100,44000,W,2,B,2,4,89.0,0.52,5,60,A,2,2,0,1,0,3,0,2,0,N,0,138,60,49,No
23799,35,100,7,S,F,M,2,Y,100,100,65,258000,M,6,B,1,2,46.0,0.59,3,11,S,0,2,0,1,0,2,0,2,0,N,0,89,89,63,No
40182,37,0,11,S,F,S,3,Y,100,100,65,89000,U,9,E,0,4,38.96,0.77,3,53,A,0,1,0,1,0,3,0,0,0,N,0,137,137,113,No
36472,48,100,1,S,F,S,3,Y,15,0,45,86000,U,2,E,0,0,0.01,0.0,6,11,F,0,5,0,0,0,5,0,1,0,N,0,35,35,18,No
39440,46,0,14,S,F,M,2,Y,100,100,65,15000,M,3,C,0,9,33.0,0.75,1,63,A,0,2,0,0,0,1,1,0,0,N,0,189,63,49,No
32627,32,100,1,S,U,S,1,U,45,35,25,47000,M,3,O,0,4,0.0,0.42,0,50,A,0,2,0,0,0,2,0,0,0,N,0,59,59,47,No
17664,50,100,9,S,F,M,4,Y,65,65,100,311000,W,9,A,0,1,62.0,0.78,3,17,A,0,2,0,0,1,2,0,0,0,N,0,108,65,29,No
14118,78,100,9,S,F,S,5,Y,100,100,100,111000,H,2,O,2,8,50.67,0.56,3,75,3,0,0,0,2,0,3,0,0,0,N,0,110,79,41,No
29570,42,100,14,M,M,S,6,Y,100,100,75,120000,W,4,O,0,4,50.0,1.39,2,60,A,0,1,0,0,0,1,0,0,0,N,0,126,60,48,No
19315,40,100,8,S,F,S,2,N,0,35,35,27000,B,2,O,0,8,22.0,1.83,1,62,A,0,1,0,0,0,1,0,0,0,N,0,62,62,50,No
40566,48,0,14,S,F,M,2,Y,0,0,100,20000,M,2,C,0,6,99.85,0.5,0,71,A,0,3,0,0,0,2,0,0,1,N,0,78,78,61,No
36002,52,100,7,S,U,S,1,U,45,45,45,24000,M,3,A,0,2,0.0,0.61,0,16,A,0,3,0,0,2,1,0,0,0,N,0,53,42,25,No
22836,45,100,8,S,F,S,1,Y,0,100,0,15000,W,6,E,3,2,46.0,0.52,4,14,S,0,3,0,0,0,2,0,1,0,N,0,138,94,47,No
35154,56,100,14,S,F,M,4,Y,45,65,100,188000,W,9,O,0,8,14.99,0.62,1,62,A,0,1,0,0,0,1,0,0,0,N,0,62,62,37,No
13559,50,100,1,S,F,M,2,U,0,0,15,162000,W,5,E,2,3,157.44,0.71,11,53,1,0,2,0,1,0,3,0,0,0,Y,1,276,58,23,No
5085,56,100,14,S,F,M,4,N,0,0,15,139000,M,6,E,1,4,80.99,0.14,5,39,0,1,2,0,0,0,2,1,0,0,N,0,183,135,84,No
27033,70,100,14,S,F,M,6,N,45,55,35,106000,R,6,B,0,9,19.0,0.73,1,67,S,0,3,0,0,0,2,0,1,0,N,0,121,121,97,No
26750,59,100,9,S,F,S,1,N,25,35,25,41000,W,8,E,0,4,187.88,0.85,14,34,A,0,3,0,0,0,3,0,0,0,Y,2,312,34,6,Yes
28817,45,100,7,S,F,M,6,Y,0,100,100,151000,W,6,E,0,3,40.96,0.35,5,51,A,0,3,0,0,0,4,0,0,0,N,0,153,52,39,No
38939,68,0,3,S,F,M,3,Y,100,100,35,13000,U,2,A,2,2,133.97,0.64,8,10,A,0,1,0,1,1,1,0,0,0,N,0,90,90,53,No
13014,78,100,14,S,F,M,2,N,0,35,35,5000,R,1,E,2,0,77.93,1.02,6,14,A,0,2,1,1,0,4,0,0,0,N,0,266,122,86,No
24303,32,100,1,S,F,M,3,Y,100,100,65,243000,M,6,O,1,7,22.0,0.61,1,108,4,0,0,0,1,0,1,0,0,0,N,0,111,111,73,No
30640,33,100,10,S,F,S,2,Y,100,65,25,31000,M,1,A,0,2,14.0,0.52,2,11,F,0,2,0,0,1,2,0,0,0,N,0,118,118,106,No
33509,24,100,5,S,F,M,3,N,0,0,0,62500,W,5,O,0,7,0.0,0.88,0,63,A,0,1,0,0,0,1,0,0,0,N,0,77,63,49,No
22578,44,100,7,S,F,S,4,Y,100,100,100,29000,W,2,E,1,2,27.98,0.23,8,22,A,0,4,1,0,0,5,0,0,0,N,0,150,29,12,No
7648,50,100,1,S,F,M,4,Y,25,15,25,16000,M,3,B,1,8,20.0,0.67,1,90,S,0,1,0,1,0,1,0,1,0,N,0,94,94,57,No
2479,52,100,14,S,F,M,5,Y,45,55,75,88000,M,5,B,0,9,236.86,1.8,12,80,S,0,4,0,0,0,3,0,1,0,N,0,182,158,77,No
23782,36,100,7,S,F,M,3,Y,65,85,100,101000,H,7,E,1,3,43.0,0.93,2,48,I,0,1,0,1,0,2,0,0,0,N,0,121,48,11,No
33774,46,100,10,S,F,M,3,N,25,0,45,100000,M,4,E,0,4,28.0,0.67,1,39,A,0,2,0,0,0,2,0,0,0,N,0,39,39,25,No
1924,47,70,1,S,F,M,1,U,0,0,0,62500,U,5,C,0,6,45.0,0.92,3,110,A,0,2,0,0,0,1,1,0,0,N,0,145,110,97,No
642,36,20,1,M,F,S,3,Y,0,25,15,27000,U,9,E,0,3,0.0,0.0,1,48,A,0,1,0,0,0,1,0,0,0,N,0,48,48,34,No
24726,33,100,4,S,F,M,5,Y,100,100,100,96000,H,3,E,2,5,30.97,0.32,3,48,A,0,2,0,0,0,2,0,1,0,N,0,48,48,34,No
35369,46,100,3,S,F,M,1,Y,0,100,100,87500,W,5,O,0,3,0.49,0.04,1,60,A,0,1,0,0,0,1,0,0,0,N,0,60,60,46,No
14738,55,100,1,M,F,S,1,U,25,0,35,5000,R,8,O,2,9,99.94,0.65,7,70,4,0,0,0,3,0,3,0,0,0,N,0,73,73,48,No
27199,52,100,12,S,F,M,6,Y,100,25,15,55000,R,1,A,0,2,191.82,1.5,12,15,A,0,5,0,0,1,4,0,0,0,N,0,184,111,75,No
35602,55,100,6,M,M,S,5,Y,0,0,0,30000,U,2,E,0,3,56.0,1.56,1,58,A,0,2,0,0,0,1,0,1,0,N,0,58,58,9,No
38374,26,100,7,S,F,S,2,U,25,0,45,37000,W,2,E,0,3,0.0,0.83,0,25,A,0,1,0,0,0,1,0,0,0,N,0,25,25,12,No
30674,37,100,1,S,F,S,3,Y,15,25,45,5000,U,3,O,0,9,0.0,0.79,0,116,1,0,0,0,1,0,1,0,0,0,N,0,117,117,93,No
37358,62,100,14,M,F,M,3,N,45,35,35,130000,U,5,E,0,3,0.0,0.0,1,39,A,0,1,0,0,0,1,0,0,0,N,0,39,39,25,No
39004,68,0,3,S,F,M,5,Y,45,100,100,82000,M,4,E,6,5,126.56,0.8,10,35,A,1,1,0,4,0,5,0,1,0,N,0,171,66,30,No
29510,56,100,14,S,F,S,2,N,0,0,0,137500,W,9,E,0,0,13.97,1.08,1,3,A,0,2,0,0,0,2,0,0,0,N,0,130,130,117,No
27695,41,100,14,S,F,M,4,Y,0,100,100,59000,H,1,O,0,8,40.97,1.0,2,73,A,0,2,0,0,0,3,0,0,0,N,0,159,73,49,No
40825,40,0,1,M,F,M,4,Y,0,100,100,137500,U,5,O,0,8,22.0,0.92,1,109,1,0,0,0,1,0,2,0,0,0,N,0,110,110,85,No
41903,56,0,11,M,F,S,3,Y,15,0,45,40000,U,9,E,0,4,22.0,0.92,1,35,1,0,0,0,1,0,1,0,0,0,N,0,36,36,10,No
15806,72,100,14,S,F,M,2,N,35,15,35,59000,R,2,O,0,7,48.97,0.92,3,111,A,0,1,0,0,0,1,0,0,0,N,0,242,111,87,No
24931,44,100,7,S,F,M,4,Y,0,100,100,196000,W,9,O,1,6,32.36,0.56,2,91,1,0,0,1,1,0,3,0,0,0,N,0,93,93,56,No
17919,38,100,14,S,F,M,3,Y,75,100,65,207000,W,2,B,0,10,36.0,1.2,2,109,S,0,2,0,0,0,2,0,1,0,N,0,134,134,110,No
39269,51,0,1,M,F,S,2,Y,0,0,35,21000,W,2,O,0,9,105.91,0.77,4,105,0,0,1,0,1,0,2,0,0,0,N,0,128,105,78,No
1255,58,50,5,S,F,S,2,U,25,25,35,5000,U,1,E,0,8,113.94,1.58,2,70,A,0,2,0,0,0,2,0,0,0,N,0,70,70,34,No
29427,65,100,8,S,F,S,1,N,15,0,15,118000,W,5,E,0,4,21.0,0.71,2,40,A,1,1,0,0,0,1,1,0,0,N,0,125,40,27,No
34690,40,100,14,M,M,M,3,N,35,0,35,34000,M,2,E,0,6,113.94,1.58,2,65,A,0,2,0,0,0,2,0,0,0,N,0,65,65,29,No
21875,44,100,10,S,F,M,3,Y,65,100,100,500000,M,9,E,0,2,64.94,0.98,5,18,A,1,3,0,0,0,4,1,0,0,N,0,196,109,84,No
6650,50,100,1,S,F,M,6,Y,15,0,100,115000,W,7,E,1,3,76.91,0.36,3,53,I,0,1,0,1,0,2,0,0,0,N,0,60,60,49,No
16266,44,100,14,S,F,S,2,Y,45,65,100,20000,M,2,E,0,3,22.0,0.92,1,53,1,0,0,0,1,0,1,0,0,0,N,0,189,54,28,No
38016,61,100,14,S,F,M,2,N,35,0,35,115000,W,6,E,0,5,0.0,0.0,1,32,A,0,1,0,0,0,1,0,0,0,N,0,32,32,15,No
15593,48,100,5,S,F,M,4,Y,100,0,100,325000,M,9,E,0,3,16.0,0.56,1,37,A,0,1,0,0,0,2,0,0,0,N,0,251,37,23,No
8807,56,100,11,S,F,M,5,Y,45,45,100,210000,W,8,B,1,9,59.01,0.71,4,109,A,1,2,0,0,0,2,0,1,0,N,0,275,110,86,No
22635,43,100,1,S,F,M,6,Y,100,100,100,221000,W,9,E,0,0,30.46,1.0,4,9,A,0,4,0,1,0,6,0,0,0,N,0,111,111,85,No
17878,48,100,14,S,F,M,4,Y,65,100,100,60000,W,3,O,0,7,22.0,0.92,1,86,A,0,1,0,0,0,2,0,0,0,N,0,86,86,61,No
7685,68,100,7,S,M,M,2,N,25,35,25,52000,U,2,O,2,9,36.0,0.54,3,82,A,0,1,0,1,0,2,0,0,0,Y,1,84,82,47,No
249,40,20,1,M,F,S,2,Y,100,25,15,16000,M,5,O,1,15,19.0,0.79,1,126,1,0,0,0,1,0,1,0,0,0,N,0,126,121,90,No
40899,45,0,14,S,F,M,2,Y,0,100,100,42500,M,8,E,0,3,66.0,1.83,1,44,A,0,1,0,0,0,2,0,0,0,N,0,44,44,6,Yes
35646,61,100,9,S,F,S,1,Y,100,0,35,28000,M,4,E,0,1,24.0,0.62,2,6,A,0,2,0,0,0,3,0,0,0,N,0,57,57,31,No
8651,61,100,11,S,M,S,2,Y,100,0,35,54000,B,3,E,2,2,13.0,0.2,2,27,F,1,1,0,0,0,2,0,0,0,N,0,27,27,14,No
17461,32,100,5,S,M,S,1,N,25,25,25,102000,U,6,O,0,6,22.0,0.92,1,111,1,0,0,0,1,0,1,0,0,0,N,0,112,112,88,No
23221,35,100,9,M,F,S,1,N,55,55,35,80000,W,9,C,1,3,32.97,0.78,2,114,0,1,1,0,0,0,1,1,0,0,N,0,126,114,90,No
29931,47,100,10,S,F,M,3,Y,0,100,100,87500,W,3,O,0,6,78.0,1.0,5,87,A,0,3,0,0,0,4,0,0,0,N,0,197,87,63,No
32746,63,100,7,S,F,M,2,N,45,35,25,32000,M,3,O,0,8,0.0,0.74,0,66,A,0,1,0,0,0,1,0,0,0,N,0,88,66,49,No
29009,36,100,10,S,F,S,1,Y,100,65,45,26000,U,4,B,0,4,203.87,0.96,5,114,F,0,3,1,0,0,4,0,1,0,N,0,126,126,78,No
4208,65,100,13,S,F,M,2,Y,100,100,45,51000,M,3,A,1,0,261.47,0.7,15,11,A,0,6,0,1,1,6,0,0,0,Y,2,68,68,57,No
20531,46,100,14,S,F,M,5,Y,0,75,100,238000,W,9,E,0,4,0.0,0.0,1,35,A,0,1,0,0,0,1,0,0,0,N,0,35,35,21,No
18685,40,100,1,S,F,M,2,U,35,65,45,158000,W,3,O,0,7,20.0,0.93,1,65,A,0,2,0,0,0,2,0,0,0,N,0,65,65,53,No
21322,42,100,9,S,F,M,2,Y,65,100,100,53000,B,4,E,1,3,56.22,0.92,3,50,A,0,2,0,0,0,3,0,0,0,N,0,252,50,25,No
3019,49,100,10,S,F,S,1,N,15,15,45,86000,M,5,A,1,1,50.0,0.86,4,14,A,0,3,0,2,1,4,0,0,0,N,0,108,108,71,No
15146,70,100,10,S,F,M,4,N,45,45,45,162000,R,6,E,2,8,38.94,0.72,3,65,2,0,0,0,2,0,2,0,0,0,Y,1,70,69,33,No
31182,51,100,8,S,F,M,2,Y,0,0,100,87500,H,9,O,0,9,0.0,0.92,0,109,A,0,1,0,0,0,2,0,0,0,N,0,109,109,97,No
25804,32,100,1,S,F,M,6,Y,100,100,65,162000,M,8,E,3,3,51.0,0.5,3,45,A,0,2,0,0,0,2,0,0,0,N,0,79,77,4,No
17071,46,100,13,S,F,M,3,Y,100,75,100,148000,H,3,O,0,3,65.21,0.71,6,52,A,0,2,0,0,0,3,0,0,0,N,0,242,52,39,No
27189,70,100,14,S,M,S,3,N,35,0,35,46000,W,2,O,0,9,63.88,1.33,4,92,A,0,2,0,0,0,2,0,0,0,N,0,104,92,79,No
33431,58,100,1,S,M,S,3,N,45,55,45,173000,W,6,O,0,10,6.66,0.58,1,65,K,0,0,1,0,0,1,0,0,0,N,0,77,65,37,No
21139,47,100,14,S,M,M,3,N,25,35,45,81000,W,3,O,1,8,74.9,0.83,6,72,A,0,2,1,0,0,3,0,0,0,N,0,165,72,60,No
10926,63,100,13,S,F,M,5,Y,45,45,100,118000,H,4,E,4,6,194.1,0.91,11,77,A,1,1,1,3,0,4,1,1,0,N,0,250,77,23,No
16399,50,100,14,S,F,S,3,N,25,25,25,58000,M,4,C,0,7,13.97,0.47,1,89,A,1,1,0,0,0,1,1,0,0,N,0,171,89,73,No
35395,62,100,4,S,F,S,1,N,35,15,35,32000,M,5,E,1,5,18.97,0.53,1,59,1,0,0,0,1,0,1,0,0,0,N,0,60,60,23,No
27328,54,100,1,S,M,M,6,Y,0,0,0,187500,W,9,O,0,8,42.0,0.82,9,96,A,0,1,0,0,0,1,0,0,0,N,0,250,96,71,No
21091,37,100,14,S,M,S,2,Y,100,15,35,77000,W,4,B,2,0,47.0,0.6,5,100,F,0,1,0,0,0,1,0,1,0,Y,4,120,100,47,No
32941,63,100,5,S,F,M,1,N,45,45,35,43000,M,4,A,0,0,20.0,1.72,1,8,A,0,2,0,0,1,1,0,0,0,N,0,85,85,73,No
30454,59,100,14,S,F,M,4,Y,55,55,100,131000,W,5,O,0,10,0.0,0.85,0,114,A,0,1,0,0,0,1,0,0,0,N,0,123,114,97,No
17679,63,100,14,S,M,M,3,U,45,45,35,77000,U,3,O,0,10,22.0,0.92,1,107,A,0,1,0,0,0,1,0,0,0,N,0,107,107,82,No
26215,30,100,6,S,F,M,4,Y,100,75,65,77000,W,3,A,2,5,69.0,0.46,6,26,A,0,1,0,2,1,2,0,0,0,N,0,48,48,11,No
11886,67,100,14,S,F,M,3,Y,100,45,35,181000,W,5,A,3,0,423.5,2.34,22,1,A,0,3,0,0,2,1,0,0,0,N,0,204,160,113,No
32391,44,100,14,S,F,M,5,Y,100,65,100,44000,B,2,O,0,10,42.97,0.9,3,72,A,0,2,0,0,0,2,0,0,0,N,0,95,94,58,No
14245,79,100,14,S,M,S,3,Y,25,0,100,156000,W,8,C,3,10,175.84,0.56,14,106,A,2,2,0,0,0,2,2,0,0,N,0,324,106,69,No
40108,43,0,4,M,F,M,5,Y,0,100,100,70000,M,2,O,2,10,61.98,0.67,7,93,A,0,4,1,0,0,6,0,0,0,N,0,119,119,107,No
24862,35,100,4,S,F,M,6,Y,100,100,100,61000,M,2,O,1,9,20.0,0.48,1,87,4,0,0,0,1,0,2,0,0,0,N,0,90,90,52,No
7730,75,100,8,S,F,M,3,N,45,35,45,143000,R,6,E,3,5,53.0,0.44,4,30,A,1,1,0,1,0,3,0,0,0,Y,1,90,90,54,No
7431,49,100,6,S,F,M,3,Y,100,100,100,31000,B,2,E,0,3,61.68,0.67,4,65,0,1,1,0,0,0,1,1,0,0,Y,2,101,65,28,No
5571,62,100,14,S,F,M,3,N,0,0,25,150000,W,7,O,3,8,140.5,0.83,16,89,A,0,3,0,2,0,5,0,0,0,Y,7,121,96,82,No
14932,60,100,7,S,F,M,6,Y,100,100,35,76000,W,4,B,1,7,20.0,0.93,1,98,S,0,1,0,1,0,1,0,1,0,N,0,111,111,75,No
29947,60,100,14,S,F,M,2,N,15,0,35,57000,W,3,C,0,4,48.0,0.9,3,50,A,0,3,0,0,0,2,1,0,0,Y,4,99,99,62,No
8653,66,100,7,S,F,M,2,N,0,0,35,44000,H,3,E,1,0,6.0,0.5,1,24,A,0,1,0,0,0,1,0,0,0,N,0,24,24,11,No
11201,56,100,8,S,F,M,3,Y,45,65,45,128000,W,6,C,1,6,37.0,0.36,2,203,0,1,0,0,1,0,1,1,0,0,N,0,203,96,60,No
1676,44,70,8,S,F,S,1,U,0,0,0,62500,U,4,O,0,9,19.97,0.83,2,83,A,0,2,0,0,0,2,0,0,0,N,0,83,83,70,No
38540,54,100,14,S,F,M,5,N,35,0,35,34000,W,2,E,0,2,0.0,0.0,1,22,A,0,1,0,0,0,1,0,0,0,N,0,22,22,9,No
39890,32,0,1,S,F,S,1,Y,0,0,0,42500,U,3,E,0,5,0.0,0.0,1,48,A,0,1,0,0,0,1,0,0,0,N,0,48,48,35,No
783,27,20,1,M,F,S,2,U,15,15,15,48000,U,9,E,0,4,0.0,0.56,0,29,A,0,1,0,0,0,1,0,0,0,N,0,29,29,13,No
766,37,20,8,M,F,S,2,U,15,15,15,27000,U,9,E,0,4,0.0,0.0,1,32,A,0,1,0,0,0,1,0,0,0,N,0,32,32,20,No
31643,57,100,9,M,F,S,1,Y,35,0,100,55000,W,6,E,0,0,3.0,0.25,1,20,A,0,1,0,0,0,2,0,0,0,N,0,20,20,7,No
4911,52,100,1,S,F,M,3,Y,0,100,45,46000,M,4,E,3,7,130.97,0.65,11,83,A,0,1,0,2,0,3,0,0,0,N,0,336,83,26,No
19840,66,100,14,S,F,M,2,N,25,0,35,31000,W,2,O,0,5,0.0,0.56,0,51,A,0,1,0,0,0,1,0,0,0,N,0,51,51,37,No
21382,44,100,14,S,F,M,2,Y,0,100,100,88000,M,5,E,1,4,148.81,0.66,12,47,1,0,3,0,1,0,5,0,0,0,N,0,53,53,40,No
10845,58,100,14,S,F,M,4,Y,100,0,35,26000,W,2,E,2,3,127.41,0.58,12,27,A,0,3,0,1,0,4,0,0,0,Y,1,312,27,8,Yes
834,61,30,3,M,F,M,3,Y,15,25,25,45000,B,4,E,1,9,57.5,0.68,4,62,A,0,1,0,0,0,1,0,0,0,Y,1,130,62,24,No
41008,50,0,1,S,M,M,2,Y,0,0,0,62500,W,1,E,0,5,0.0,0.86,0,42,A,0,1,0,0,0,1,0,0,0,N,0,90,42,13,No
31871,40,100,1,S,F,M,4,Y,100,100,100,54000,W,5,O,0,3,9.9,0.45,2,59,A,0,2,0,0,0,3,0,0,0,N,0,59,59,46,No
13521,51,100,5,S,F,M,2,U,0,0,0,62500,M,3,E,2,0,38.0,0.0,3,4,A,0,2,0,0,0,2,0,0,0,N,0,144,136,93,No
20315,68,100,14,S,F,M,1,Y,35,100,35,18000,R,3,E,0,4,24.0,1.0,1,39,A,0,1,0,0,0,1,0,0,0,N,0,39,39,15,Yes
22413,43,100,1,M,F,M,3,Y,0,0,100,196000,U,6,O,0,13,16.64,0.79,1,131,1,0,0,1,1,0,2,0,0,0,N,0,132,132,119,No
41719,47,0,8,S,F,M,5,Y,100,100,0,12500,B,9,E,0,5,12.0,0.5,2,47,A,0,2,0,0,0,2,0,0,0,N,0,47,47,34,No
38977,51,0,1,S,F,M,2,N,0,0,0,87500,W,1,B,2,10,76.92,0.82,5,118,0,1,0,0,2,0,2,0,1,0,N,0,139,139,114,No
19309,34,100,6,S,F,M,4,Y,100,100,65,5000,U,4,E,0,4,7.0,0.22,3,36,A,0,3,0,0,0,3,0,0,0,N,0,39,39,25,No
40012,47,0,5,M,F,S,3,Y,0,100,100,5000,W,8,E,1,2,20.0,0.51,3,5,A,0,3,0,1,0,4,0,0,1,N,0,82,82,43,No
22918,45,100,14,S,M,S,2,Y,15,35,45,28000,B,2,O,0,7,41.0,0.92,2,113,A,0,1,0,0,0,1,0,0,0,N,0,137,113,88,No
34656,28,100,6,S,F,S,2,U,25,35,15,20000,U,3,E,0,7,20.0,0.28,1,65,A,0,1,0,0,0,1,0,0,0,N,0,65,65,29,No
22676,43,100,9,S,F,M,4,Y,65,100,65,308000,W,9,A,1,1,55.97,0.81,4,6,A,0,3,0,2,1,5,0,0,0,N,0,144,106,69,No
18627,57,100,1,S,M,S,1,U,35,0,25,87000,U,2,E,0,3,239.82,1.39,6,33,A,0,4,0,0,0,4,0,0,0,N,0,77,77,40,No
2972,54,100,14,S,F,M,6,Y,65,75,85,93000,W,3,E,2,3,38.0,0.45,3,59,A,0,1,0,0,0,1,0,0,0,N,0,107,59,17,No
1091,56,50,13,S,F,S,2,Y,35,25,25,5000,U,9,E,2,5,39.0,0.54,2,46,3,0,0,0,1,0,1,0,0,0,N,0,94,48,11,No
1745,39,70,1,S,U,M,2,Y,100,100,0,137500,U,2,O,2,6,62.99,0.65,6,109,3,0,0,0,2,0,3,0,0,0,Y,3,397,111,74,No
3418,79,100,14,S,F,M,4,Y,25,25,45,91000,H,5,O,2,10,67.94,0.53,5,80,2,0,1,0,2,0,3,0,0,0,N,0,114,114,78,No
34946,39,100,5,S,F,M,2,U,25,35,25,90000,M,9,E,0,4,18.0,0.5,3,43,A,0,3,0,0,0,3,0,0,0,N,0,43,43,30,No
22053,46,100,10,S,F,M,4,Y,65,100,100,312000,U,9,O,0,13,18.0,2.25,1,122,1,0,0,0,2,0,3,0,0,0,N,0,180,136,107,Yes
3237,58,100,7,S,F,M,3,N,45,0,35,157000,W,6,A,0,5,228.93,0.74,15,33,A,0,5,0,0,1,4,0,0,0,N,0,206,44,18,No
23341,32,100,1,M,F,M,4,Y,100,15,100,30000,W,7,E,0,0,76.0,0.45,3,42,F,1,3,0,0,0,2,1,2,0,N,0,208,116,103,No
21336,28,100,14,M,M,M,3,Y,0,0,100,187500,W,9,O,0,6,93.0,1.58,6,113,A,0,1,0,0,0,1,0,0,0,N,0,324,113,98,No
17407,46,100,1,S,M,S,1,Y,100,15,45,215000,U,9,O,0,7,41.0,1.71,2,106,A,0,1,0,0,0,1,0,0,0,N,0,116,106,103,No
29289,52,100,5,S,F,M,2,Y,25,100,100,142000,W,5,O,0,8,0.0,0.85,0,110,A,0,1,0,0,0,2,0,0,0,N,0,135,110,97,No
19893,38,100,10,S,F,M,3,Y,75,100,100,45000,W,2,E,0,4,0.0,0.31,1,30,A,0,2,0,0,0,2,0,0,0,N,0,30,30,15,No
37849,36,100,3,M,F,S,3,Y,35,45,45,40000,W,4,E,0,5,0.0,0.0,1,33,A,0,1,0,0,0,1,0,0,0,N,0,33,33,19,No
37562,31,100,1,S,F,M,3,Y,100,0,0,87500,M,5,E,0,3,0.0,0.37,0,27,A,0,2,0,0,0,2,0,0,0,Y,1,37,37,23,No
6940,49,100,9,S,F,S,2,N,25,35,45,11000,W,2,O,3,10,56.97,0.73,3,101,2,0,0,0,3,0,3,0,0,0,N,0,102,102,66,No
20411,66,100,14,S,F,M,4,N,15,0,25,231000,M,8,E,0,3,22.0,0.92,1,37,A,0,1,0,0,0,1,0,0,0,N,0,37,37,12,No
391,42,20,1,M,F,M,1,Y,75,100,0,250000,U,2,O,0,7,30.97,0.65,2,108,F,0,1,0,1,0,3,0,0,0,N,0,133,109,85,No
