CustomerID,Age,HomeOwner,ResidenceLength,DwellingType,Gender,Marital,HouseholdSize,ChildPresent,Child0.5,Child6.12,Child13.18,Income,Occupation,HomeValue,MagazineStatus,PaidDirectMailOrders,YearsSinceLastOrder,TotalAmountPaid,PoundsPerIssue,TotalPaidOrders,MonthsSinceLastPayment,LastPaymentType,UnpaidMagazines,PaidCashMagazines,PaidReinstateMagazines,PaidCreditMagazines,ActiveSubscriptions,ExpiredSubscriptions,RequestedCancellations,NoPayCancellations,PaidComplaints,GiftDonor,NumberGiftDonations,MonthsSince1stOrder,MonthsSinceLastOrder,MonthsSinceExpire,Renewal,StudentID
40692,46,0,1,S,F,S,2,Y,0,0,0,15000,M,5,B,0,7,9.5,0.3,1,127,0,1,1,0,0,0,1,0,1,0,N,0,127,127,115,No,2417549
9908,60,100,8,S,F,M,6,Y,0,55,100,110000,M,5,E,2,3,31.97,0.53,2,47,1,0,1,0,1,0,1,0,0,1,N,0,322,48,11,Yes,2417549
35117,44,100,1,S,F,M,4,Y,25,25,100,65000,M,4,E,0,10,72.97,1.22,2,61,A,0,2,0,0,0,2,0,0,0,N,0,62,62,14,No,2417549
1678,38,70,2,S,F,S,1,Y,100,25,25,5000,U,3,E,0,5,42,0.78,3,50,A,0,1,0,0,0,2,0,0,0,Y,2,77,50,29,No,2417549
3596,78,100,14,S,F,M,3,N,35,0,35,6000,R,3,E,4,3,65.94,0.56,3,56,2,0,2,0,2,0,4,0,0,0,N,0,57,57,20,No,2417549
15164,51,100,5,S,F,M,3,Y,100,100,100,52000,B,2,E,0,6,32,0.89,2,61,A,0,1,0,0,0,1,0,0,0,Y,1,67,61,31,No,2417549
9985,68,100,13,S,F,M,2,N,45,45,35,109000,R,6,O,0,8,57,0.68,10,107,A,0,1,0,0,0,1,0,0,0,N,0,336,107,51,No,2417549
26814,51,100,14,S,F,M,5,Y,0,100,100,66000,B,2,A,0,1,48.95,0.46,4,77,F,0,4,0,1,1,5,0,0,0,N,0,191,79,53,No,2417549
33264,68,100,1,S,F,M,4,N,45,65,35,116000,M,5,E,2,8,55.94,0.53,3,71,1,0,1,0,2,0,3,0,0,0,N,0,82,82,57,No,2417549
11591,72,100,14,S,F,S,1,N,0,0,35,43000,M,3,B,3,7,56,0.46,5,105,0,1,0,0,2,0,2,0,1,0,N,0,188,106,69,No,2417549
3708,67,100,12,S,F,M,3,N,45,0,45,39000,U,2,E,1,5,202.48,0.53,13,53,1,0,1,0,1,0,2,0,0,0,N,0,256,54,17,No,2417549
30585,43,100,13,S,F,M,4,Y,65,100,100,188000,M,3,O,0,9,32.97,0.79,2,118,A,0,1,0,0,0,2,0,0,0,N,0,182,118,94,No,2417549
29519,58,100,10,M,F,M,2,N,25,0,45,142000,W,4,O,0,6,60,1.46,2,67,A,0,3,0,0,0,3,0,0,0,N,0,130,108,93,No,2417549
25994,34,100,4,S,F,M,2,Y,0,0,100,42500,U,3,O,1,8,67.99,1.09,3,94,A,0,2,0,1,0,4,0,0,0,N,0,120,120,96,No,2417549
6667,58,100,6,S,F,M,2,N,35,0,35,28000,U,4,E,0,4,217.5,1.76,8,53,3,0,1,0,1,0,2,0,0,0,Y,2,226,105,80,No,2417549
22067,46,100,6,S,M,S,2,Y,45,35,100,259000,W,5,E,2,7,66.9,0.67,3,77,1,0,0,0,1,0,1,0,0,0,Y,1,87,78,14,No,2417549
29865,77,100,14,S,F,M,2,N,0,0,0,62500,R,9,A,0,3,133.97,0.89,8,32,A,0,5,0,0,2,3,0,0,0,N,0,358,35,10,Yes,2417549
85,77,20,1,M,F,M,1,N,0,0,15,8000,U,3,A,2,1,90.97,0.59,9,8,A,0,2,0,1,1,2,0,0,0,Y,2,94,94,57,No,2417549
954,48,40,1,S,M,M,2,Y,0,100,100,127000,W,9,E,5,3,212.06,1.36,14,35,A,0,2,0,1,0,3,0,0,0,Y,2,229,35,22,Yes,2417549
10749,58,100,14,S,F,M,4,N,0,0,0,116000,W,3,E,0,7,95,0.86,11,73,A,0,1,1,0,0,1,0,1,0,Y,1,228,73,23,No,2417549
32489,56,100,10,S,F,M,4,Y,25,0,35,73000,U,3,C,0,9,22,0.92,1,78,A,1,2,0,0,0,2,1,0,0,N,0,86,78,61,No,2417549
7070,50,100,2,S,F,M,4,Y,15,100,100,33000,W,8,B,2,10,97.99,0.78,7,66,0,1,3,0,0,0,3,0,1,0,N,0,114,95,66,No,2417549
18585,30,100,14,S,F,M,5,Y,100,45,35,55000,H,1,E,0,5,0.11,0.19,2,40,A,0,2,0,0,0,2,0,0,0,N,0,40,40,25,No,2417549
30412,68,100,8,S,M,M,3,N,45,55,45,132000,W,8,O,0,12,19,0.79,1,121,A,0,1,0,0,0,1,0,0,0,N,0,121,121,97,No,2417549
2205,47,70,1,S,F,S,1,U,0,15,15,22000,M,2,E,0,3,120,2.22,2,39,A,0,2,0,0,0,2,0,0,0,N,0,41,41,5,Yes,2417549
22762,46,100,9,S,F,M,4,Y,65,100,100,134000,M,4,E,0,1,118,1.03,6,5,A,0,3,0,0,0,3,0,0,0,N,0,142,108,56,No,2417549
3359,75,100,11,M,F,M,2,N,0,0,0,15000,R,2,C,3,6,343.26,0.63,23,115,1,2,2,0,2,0,4,1,0,0,N,0,278,116,92,No,2417549
41137,37,0,11,S,F,M,4,Y,45,100,35,17000,U,7,E,0,4,26,0.44,2,62,0,0,1,0,0,0,1,0,1,0,Y,1,64,62,16,No,2417549
26374,37,100,6,S,F,M,3,Y,25,55,45,147000,W,5,E,0,3,69.97,0.87,4,27,A,0,3,0,0,0,3,0,0,0,N,0,59,41,10,No,2417549
14840,70,100,14,S,F,M,4,N,0,15,45,92000,W,5,O,1,10,20,0.56,1,80,4,0,0,0,1,0,1,0,0,0,N,0,84,84,45,No,2417549
32296,43,100,4,S,F,M,3,Y,75,100,65,489000,U,9,O,0,9,0,0.92,0,97,A,0,1,0,0,0,1,0,0,0,N,0,97,97,85,No,2417549
2499,54,100,14,S,F,M,5,Y,65,0,100,154000,H,6,O,3,9,56,0.56,3,112,L,0,0,0,1,0,1,0,0,0,N,0,245,111,78,No,2417549
20171,52,100,4,S,F,M,3,N,25,0,45,121000,M,4,E,0,5,0,0,1,43,A,0,1,0,0,0,1,0,0,0,N,0,43,43,30,No,2417549
1728,50,70,3,S,F,S,1,U,0,25,25,83000,W,8,E,0,4,0,0,1,36,A,0,1,0,0,0,1,0,0,0,N,0,36,36,22,No,2417549
39622,58,0,10,M,F,M,1,N,45,55,35,31000,W,7,O,0,10,0,0.92,0,90,A,0,1,0,0,0,1,0,0,0,N,0,101,90,73,No,2417549
5491,48,100,14,S,F,M,4,Y,15,35,45,48000,U,3,O,2,10,55.97,0.64,3,96,1,0,0,0,2,0,2,0,0,0,N,0,156,102,65,Yes,2417549
14796,49,100,5,S,F,M,5,Y,0,45,45,66000,W,7,E,1,4,38.97,0.33,3,50,A,3,1,0,1,0,2,0,3,0,Y,2,78,61,41,No,2417549
4065,50,100,5,S,F,M,3,Y,25,100,45,112000,H,6,O,1,12,48.97,0.79,3,200,1,0,0,0,1,0,1,0,0,0,N,0,230,132,107,No,2417549
23618,44,100,1,S,F,S,3,Y,100,0,0,15000,W,2,B,0,8,66.5,0.79,3,118,A,1,1,0,0,0,1,0,1,0,Y,2,118,118,83,Yes,2417549
13139,48,100,14,M,F,S,3,Y,100,65,45,61000,M,3,E,1,6,147.97,0.71,8,102,1,0,2,0,1,0,3,0,0,0,Y,4,158,102,35,No,2417549
32740,69,100,14,S,F,M,2,N,45,55,45,15000,U,3,O,0,7,0,0.92,0,88,A,0,1,0,0,0,1,0,0,0,N,0,88,88,73,No,2417549
372,27,20,1,M,M,S,2,U,25,15,15,29000,U,2,O,0,6,60,1.67,3,102,A,0,1,0,0,0,1,0,0,0,N,0,124,102,100,No,2417549
19323,32,100,1,M,F,M,2,Y,0,0,0,62500,U,6,E,0,5,0,0.77,0,53,A,0,1,0,0,0,1,0,0,0,N,0,62,53,25,No,2417549
21104,46,100,1,S,F,M,3,Y,0,100,100,85000,H,9,E,1,3,84,0.46,5,54,A,1,2,0,0,0,2,0,1,0,N,0,141,60,13,No,2417549
30859,49,100,6,S,U,M,3,Y,0,100,0,137500,U,9,O,0,11,0,0.5,0,120,1,0,0,0,1,0,2,0,0,0,N,0,124,124,109,No,2417549
24439,45,100,14,S,F,S,3,Y,0,0,0,87500,U,3,O,1,7,22,0.61,1,106,1,0,0,0,1,0,1,0,0,0,N,0,108,108,70,No,2417549
38339,57,100,14,S,F,M,6,Y,0,0,100,117000,B,4,E,0,3,0,0,1,26,A,0,1,0,0,0,1,0,0,0,N,0,26,26,12,No,2417549
19739,52,100,14,S,F,M,6,Y,0,0,100,81000,M,5,O,0,4,0.49,0.04,1,53,A,0,1,0,0,0,1,0,0,0,N,0,53,53,40,No,2417549
19495,42,100,4,S,F,M,4,Y,100,100,45,98000,H,4,E,0,5,34,0.57,2,56,3,0,0,0,2,0,2,0,0,0,N,0,59,59,31,No,2417549
11815,50,100,14,S,F,M,6,Y,0,0,0,138000,R,9,O,2,9,125.14,0.85,7,87,A,0,3,0,1,0,4,0,0,0,N,0,178,87,62,No,2417549
21571,44,100,14,S,F,M,4,Y,100,65,100,26000,U,2,E,0,4,192.88,0.89,10,49,A,2,3,1,0,0,4,1,1,0,N,0,146,49,25,No,2417549
22881,34,100,12,S,F,M,4,Y,100,65,100,167000,H,6,O,1,5,41.49,0.61,2,110,2,0,0,0,1,0,1,0,0,0,N,0,187,111,75,No,2417549
21308,45,100,11,S,F,M,4,Y,65,75,100,112000,W,8,E,0,4,86.94,0.91,6,27,A,0,3,0,0,0,3,0,0,0,N,0,147,99,75,No,2417549
1013,47,40,6,S,M,S,1,U,45,25,15,23000,U,6,E,0,4,42,1.17,1,52,A,0,1,0,0,0,1,0,0,0,N,0,52,52,15,No,2417549
13262,79,100,14,S,F,M,5,Y,100,45,45,18000,R,3,A,2,3,138.9,0.65,10,56,A,0,2,1,2,1,4,0,0,0,Y,2,60,59,24,No,2417549
25455,34,100,1,S,F,S,3,Y,100,100,0,35000,W,6,O,1,6,20,0.56,1,89,1,0,0,0,1,0,1,0,0,0,N,0,90,90,54,No,2417549
15551,76,100,11,S,F,M,2,N,15,0,35,50000,U,3,O,0,10,0,0.85,0,110,A,0,1,0,0,0,1,0,0,0,N,0,146,110,97,No,2417549
31521,39,100,5,S,F,M,4,Y,100,100,0,225000,W,7,E,0,3,12,0.31,2,47,A,0,2,0,0,0,2,0,1,0,N,0,47,47,33,No,2417549
38018,47,100,13,S,M,M,4,Y,0,100,100,114000,U,3,E,0,5,0,0,1,32,A,0,1,0,0,0,1,0,0,0,N,0,32,32,22,No,2417549
10644,55,100,8,S,F,M,5,Y,65,0,100,283000,H,8,A,3,0,521.67,2.04,35,13,A,0,5,0,1,1,4,0,1,0,N,0,348,70,41,No,2417549
40234,34,0,4,M,M,S,2,Y,0,100,0,20000,U,2,O,0,8,64,0.89,3,64,A,0,1,0,0,0,1,0,0,0,N,0,109,64,37,No,2417549
28260,36,100,14,S,F,M,3,Y,100,0,100,91000,M,3,O,0,15,0,0.79,0,123,1,0,0,0,1,0,2,0,0,0,N,0,181,125,108,No,2417549
28009,55,100,12,S,F,M,4,N,45,0,45,116000,H,4,E,0,5,1.67,0.1,2,35,A,1,2,0,0,0,2,1,0,0,N,0,35,35,24,No,2417549
8636,55,100,11,S,F,M,4,Y,45,45,100,278000,W,9,E,0,3,6,0.35,2,26,A,0,1,0,0,0,1,0,0,0,N,0,32,26,12,No,2417549
17446,53,100,14,S,F,M,3,N,0,0,35,86000,W,3,O,0,6,92.97,1.77,5,72,A,0,1,0,0,0,1,0,0,0,N,0,113,72,58,No,2417549
33962,56,100,14,M,F,S,4,Y,45,100,100,31000,U,2,B,0,3,0,0,1,55,A,1,1,0,0,0,1,0,1,0,N,0,55,55,42,No,2417549
21255,41,100,5,S,F,S,4,N,25,0,25,19000,W,3,E,1,1,7,0.73,6,14,A,0,1,0,1,0,2,0,0,0,N,0,493,111,97,No,2417549
5474,69,100,14,S,F,M,4,N,35,15,15,56000,W,5,E,2,5,172.85,2.06,7,52,A,0,1,0,1,0,2,0,0,0,N,0,120,120,84,No,2417549
40895,46,0,14,S,F,M,5,Y,75,100,100,138000,W,7,E,0,2,0,0.72,0,20,A,0,1,0,0,0,2,0,0,0,N,0,65,20,8,No,2417549
15585,67,100,8,S,F,M,4,N,45,45,35,19000,R,4,E,0,3,51.97,0.96,3,29,0,2,1,0,1,0,2,0,2,0,N,0,94,94,70,No,2417549
11821,50,100,1,S,F,M,4,Y,55,100,100,257000,U,9,A,0,2,92.26,1.15,6,3,A,0,3,0,0,1,2,0,0,0,N,0,177,125,101,No,2417549
38145,29,100,1,M,M,S,3,Y,100,15,0,342000,U,8,E,0,5,0,0.56,0,29,A,0,1,0,0,0,1,0,0,0,N,0,29,29,13,No,2417549
23444,45,100,11,S,F,M,4,Y,75,100,0,158000,W,8,E,0,2,192.91,0.97,14,9,0,1,4,0,1,0,5,0,0,0,N,0,142,62,49,No,2417549
8556,63,100,7,S,F,M,2,N,45,65,35,18000,W,2,E,2,1,40,0.45,3,24,A,2,1,0,0,0,2,0,0,0,N,0,47,47,21,No,2417549
31966,37,100,3,S,M,M,3,Y,100,100,65,421000,U,9,O,0,7,0,0.92,0,91,A,0,1,0,0,0,1,0,0,0,N,0,102,91,73,No,2417549
2706,77,100,3,S,F,M,3,Y,15,0,100,114000,W,3,E,1,2,128.17,0.55,8,15,A,2,3,0,0,0,3,2,0,0,N,0,20,20,6,No,2417549
3347,56,100,14,S,M,M,3,N,0,0,0,112500,W,9,O,2,10,127.41,0.68,7,94,1,0,1,0,2,0,3,0,0,0,N,0,96,96,59,No,2417549
6903,58,100,8,S,F,M,5,Y,0,0,35,403000,B,9,A,5,5,210.08,0.7,13,45,A,0,6,0,1,3,3,0,1,0,N,0,111,111,75,No,2417549
26209,38,100,5,S,F,M,2,Y,65,35,45,33000,M,3,E,2,3,100.94,0.9,6,60,A,0,3,1,0,0,3,0,0,1,N,0,258,60,30,No,2417549
40782,49,0,4,M,F,S,4,Y,0,35,100,15000,M,5,O,0,7,69.95,1.06,2,103,A,0,2,0,0,0,2,0,0,0,N,0,103,103,72,No,2417549
9721,64,100,14,S,F,M,3,N,0,0,35,197000,W,5,A,1,2,74.88,1.4,9,2,A,0,4,0,0,1,3,0,0,0,Y,6,135,91,73,No,2417549
41879,44,0,12,S,M,M,6,Y,45,100,100,53000,M,2,E,0,3,0,0.58,0,30,A,0,1,0,0,0,1,0,0,0,N,0,39,30,13,No,2417549
5605,51,100,8,M,F,M,1,U,45,65,45,13000,U,4,E,2,5,65.02,0.61,6,35,A,1,3,0,2,0,5,0,0,0,N,0,63,63,27,No,2417549
27963,50,100,4,S,F,M,4,Y,0,0,100,250000,M,3,O,0,6,238.75,1.09,4,94,A,0,2,0,1,0,3,0,0,0,N,0,116,116,92,No,2417549
3702,54,100,14,S,M,M,5,N,25,0,45,54000,W,4,A,3,2,137.07,0.73,13,1,A,0,2,0,1,1,2,0,0,0,N,0,189,77,6,No,2417549
12652,71,100,14,S,F,M,2,Y,45,100,45,54000,R,2,C,2,7,75.95,0.55,5,102,A,1,4,0,0,0,4,1,0,0,Y,1,119,114,69,No,2417549
38197,56,100,1,M,F,M,3,N,0,0,35,12000,W,2,A,5,2,127,0.96,7,4,A,0,0,0,2,1,1,0,0,0,N,0,126,126,102,No,2417549
28799,52,100,14,M,F,S,1,Y,0,100,0,62500,M,4,O,0,6,52,0.29,5,109,A,0,2,0,0,0,2,0,0,0,N,0,154,130,69,Yes,2417549
32649,42,100,6,S,F,M,2,Y,45,65,45,45000,H,2,O,0,7,19.97,0.33,2,83,A,0,2,0,0,0,2,0,0,0,N,0,83,83,71,No,2417549
18843,62,100,1,S,M,M,2,N,15,15,45,116000,M,3,O,0,7,0,0.88,0,65,A,0,1,0,0,0,1,0,0,0,N,0,74,65,49,No,2417549
38118,73,100,11,S,F,M,3,N,0,0,0,103000,R,4,E,0,5,0,0,1,29,A,0,1,0,0,0,1,0,0,0,N,0,29,29,15,No,2417549
7976,72,100,1,S,F,M,3,Y,0,100,100,36000,H,4,A,2,1,89,0.54,11,15,A,0,3,0,0,1,1,0,0,0,Y,3,82,21,8,No,2417549
25853,30,100,6,M,F,M,2,Y,100,100,15,83000,U,4,E,0,4,51.96,0.83,5,35,A,0,2,0,0,0,2,0,1,0,Y,1,35,35,17,No,2417549
77,51,20,1,M,F,M,2,Y,0,0,0,250000,M,9,B,4,6,104,0.56,7,87,0,1,1,0,2,0,3,0,1,0,N,0,258,74,61,No,2417549
13951,51,100,14,S,F,M,6,Y,100,75,100,336000,U,9,E,0,7,156.95,1.39,6,84,A,0,2,0,0,0,2,0,0,0,N,0,115,84,34,No,2417549
39259,62,0,1,S,F,M,3,Y,45,35,35,427000,W,9,O,2,9,145.64,0.92,9,109,A,0,2,1,0,0,3,0,0,0,N,0,312,109,85,No,2417549
34774,29,100,5,S,F,S,4,Y,100,100,55,23000,B,3,E,0,10,92.91,1.29,2,64,A,0,2,0,0,0,2,0,0,0,N,0,64,64,28,No,2417549
37054,47,100,4,S,M,S,2,Y,25,100,15,92000,M,7,E,0,4,0,0,1,42,A,0,1,0,0,0,1,0,0,0,N,0,42,42,29,No,2417549
348,70,20,1,M,F,M,2,N,15,15,25,12000,R,1,E,0,3,31.01,0.56,2,44,A,0,3,0,0,0,2,1,0,0,N,0,44,44,18,No,2417549
2452,68,100,11,S,F,M,4,Y,45,55,100,144000,R,5,E,2,5,94.94,0.76,15,57,A,0,2,0,0,0,2,0,0,0,Y,4,324,57,20,No,2417549
35647,56,100,4,M,F,M,2,N,0,0,0,35000,M,1,E,0,5,141.44,1.59,3,35,A,0,3,0,0,0,3,0,0,0,N,0,57,57,7,No,2417549
13259,51,100,14,S,F,M,4,Y,65,100,75,128000,W,6,S,2,0,177.98,0.79,16,32,0,1,3,0,1,0,5,0,0,0,Y,8,143,55,41,No,2417549
8731,68,100,14,S,F,M,3,Y,0,45,45,68000,W,5,C,1,7,137.86,1.17,8,66,A,3,2,0,0,0,2,3,0,0,N,0,253,66,53,No,2417549
2218,71,70,3,S,F,S,3,U,0,0,0,42500,U,8,E,0,3,40,1.33,1,39,A,0,1,0,0,0,1,0,0,0,N,0,39,39,7,No,2417549
22518,34,100,1,S,F,M,3,Y,0,15,15,44000,H,2,O,1,7,65.97,0.79,4,77,1,0,0,0,1,0,1,0,0,0,N,0,155,78,42,No,2417549
10292,56,100,1,S,M,M,2,Y,65,100,0,63000,R,8,O,2,7,178.44,1.37,8,114,A,0,3,0,0,0,3,0,0,0,N,0,234,137,91,No,2417549
19255,35,100,7,S,F,S,1,U,25,35,35,7000,M,2,O,0,7,0.49,0.04,1,64,A,0,1,0,0,0,1,0,0,0,N,0,64,64,50,No,2417549
23833,40,100,14,S,F,M,3,Y,65,65,100,58000,B,3,E,1,7,49,0.68,4,63,A,0,1,0,1,0,3,0,0,0,N,0,123,123,97,No,2417549
11351,60,100,14,S,F,M,4,Y,45,35,45,77000,W,5,E,1,0,124.91,0.68,10,13,A,0,3,0,0,0,3,0,0,0,Y,1,149,71,35,No,2417549
10640,57,100,9,S,F,M,3,Y,0,0,100,131000,W,4,E,0,4,32.94,0.17,3,41,A,1,2,0,0,0,2,0,1,0,N,0,41,41,27,No,2417549
27187,72,100,8,S,F,M,3,N,25,0,35,45000,H,2,B,0,3,17.65,0.84,4,56,A,1,1,2,0,0,2,1,1,0,N,0,79,69,60,No,2417549
39300,77,0,14,M,F,S,2,N,45,35,45,24000,R,9,C,1,0,30.97,0.53,2,77,2,2,0,0,1,0,1,2,0,0,N,0,79,79,42,No,2417549
5112,77,100,9,S,F,M,2,N,25,0,35,16000,M,4,O,1,6,52.97,0.67,3,74,A,0,1,0,0,0,1,0,0,0,N,0,180,74,45,No,2417549
11378,55,100,14,S,F,S,3,N,45,55,45,51000,W,5,E,0,4,136.58,0.63,21,35,3,0,0,1,2,0,3,0,0,0,Y,10,625,51,14,No,2417549
32591,40,100,9,S,F,M,5,Y,100,100,15,42000,U,4,O,0,8,20,0.56,1,89,1,0,0,0,1,0,1,0,0,0,N,0,91,91,54,No,2417549
35765,66,100,5,M,F,M,6,Y,100,100,100,13000,M,4,O,0,4,14.97,0.55,2,56,A,0,2,0,0,0,2,0,0,0,N,0,56,56,42,No,2417549
19449,43,100,6,M,F,S,1,N,35,55,45,69000,M,6,O,0,5,0,0,1,60,A,0,1,0,0,0,1,0,0,0,N,0,60,60,48,No,2417549
2424,73,100,14,S,F,M,4,Y,45,100,100,13000,R,3,A,4,2,328.81,0.66,31,6,A,0,4,0,0,2,2,0,0,0,N,0,312,85,57,No,2417549
19741,62,100,6,M,M,S,2,N,0,0,15,63000,W,2,E,0,5,0,0.53,0,28,A,0,1,0,0,0,1,0,0,0,N,0,53,28,13,No,2417549
26487,33,100,1,S,F,M,3,Y,100,25,25,80000,M,5,A,1,0,19,0.35,2,11,A,0,1,0,1,1,2,0,0,0,N,0,51,51,14,No,2417549
14632,75,100,14,S,M,M,3,N,25,0,35,74000,H,6,C,0,7,37,1.03,2,85,A,1,1,0,0,0,1,1,0,0,N,0,92,85,56,No,2417549
41243,36,0,7,M,F,M,4,Y,100,100,65,46000,B,3,E,0,8,113.94,1.58,2,71,A,0,2,0,0,0,2,0,0,0,N,0,71,71,34,No,2417549
18613,56,100,1,S,F,M,3,Y,100,100,65,230000,M,9,O,0,9,20,0.56,1,77,A,0,1,0,0,0,1,0,0,0,N,0,77,77,40,No,2417549
31236,42,100,11,S,M,M,4,Y,100,100,35,171000,W,9,O,0,10,34.94,2.18,2,109,A,0,2,0,0,0,2,0,0,0,N,0,109,109,96,Yes,2417549
23002,40,100,11,S,F,M,3,Y,100,100,0,121000,M,5,E,1,0,125.77,0.93,7,13,A,0,4,0,0,0,4,0,1,0,N,0,133,43,6,No,2417549
26317,40,100,10,S,F,M,6,Y,100,100,100,61000,U,2,A,1,0,94,0.61,14,3,A,0,1,0,2,1,2,0,1,0,Y,6,48,48,11,No,2417549
21387,47,100,14,S,F,M,3,Y,65,100,100,346000,W,5,E,0,3,87.86,1.26,5,35,A,0,3,0,1,0,3,0,1,0,N,0,35,35,9,Yes,2417549
23338,42,100,14,S,F,M,6,Y,100,100,100,145000,W,4,E,0,0,182.39,0.81,15,5,A,0,7,0,1,0,7,0,1,0,N,0,167,106,89,No,2417549
30178,63,100,14,S,F,M,6,Y,65,100,100,88000,B,2,A,0,1,47.35,1.02,4,1,A,0,4,0,0,1,3,0,0,0,N,0,188,78,49,No,2417549
24232,19,100,14,S,F,M,5,Y,65,100,100,127000,U,4,O,0,10,20.04,0.92,1,111,A,0,1,0,1,0,2,0,0,0,N,0,111,111,97,No,2417549
696,26,20,1,M,F,S,1,U,15,15,15,23000,B,8,E,0,3,0,0.56,0,42,A,0,1,0,0,0,1,0,0,0,N,0,42,42,25,No,2417549
16438,54,100,1,S,F,M,2,N,35,0,35,65000,U,4,O,0,5,0,0.56,0,51,A,0,1,0,0,0,1,0,0,0,N,0,51,51,37,No,2417549
26966,52,100,14,S,F,M,3,N,45,45,35,115000,U,4,E,0,3,18,0.62,2,32,A,0,2,0,0,0,2,0,0,0,N,0,32,32,18,No,2417549
23200,39,100,5,S,F,M,4,Y,100,100,45,166000,H,6,A,1,0,90,1.07,5,19,A,0,2,0,0,1,1,0,1,0,N,0,127,93,78,No,2417549
11547,68,100,1,S,F,S,1,N,45,45,35,15000,W,2,C,1,8,57.17,0.57,4,74,2,0,1,0,1,0,1,1,0,0,N,0,237,75,39,No,2417549
7231,56,100,14,S,F,M,2,Y,45,45,25,123000,U,3,E,1,7,47.65,0.66,3,56,5,0,0,0,1,0,1,0,0,0,Y,2,107,61,35,No,2417549
14756,57,100,8,S,F,M,5,N,0,0,45,33000,M,3,C,0,9,44,0.79,2,66,A,1,1,0,0,0,1,1,0,0,N,0,87,66,39,No,2417549
32537,58,100,6,S,F,M,6,Y,100,0,75,500000,U,9,O,0,3,49,1.53,2,51,A,0,2,0,0,0,2,0,0,0,N,0,92,92,67,No,2417549
29954,69,100,14,S,F,M,2,N,15,0,35,27000,B,3,E,1,10,18.97,0.53,1,62,1,0,0,0,1,0,1,0,0,0,N,0,254,63,27,No,2417549
25498,40,100,14,S,F,M,5,Y,100,0,100,135000,W,9,O,1,8,20,0.56,1,88,1,0,0,0,1,0,1,0,0,0,N,0,90,90,52,No,2417549
24430,39,100,4,S,F,S,1,U,35,65,45,108000,W,9,O,1,9,22,0.61,1,107,1,0,0,0,1,0,1,0,0,0,N,0,108,108,71,No,2417549
7254,66,100,1,S,F,S,2,Y,0,100,100,62500,U,3,O,0,6,51,0.85,3,91,A,0,2,0,0,0,3,0,0,0,N,0,107,93,69,No,2417549
33639,40,100,7,S,F,M,6,Y,100,100,0,127000,H,6,A,0,1,37,0.49,2,1,A,0,3,0,0,1,2,0,1,0,N,0,141,68,44,No,2417549
16881,39,100,9,S,F,S,2,Y,0,100,0,125000,M,5,O,0,9,38,1.27,1,119,A,0,1,0,0,0,2,0,0,0,N,0,129,119,104,Yes,2417549
298,34,20,1,M,M,S,1,Y,0,0,0,42500,U,3,E,1,4,18,0.5,1,55,4,0,0,0,1,0,1,0,0,0,N,0,57,57,20,No,2417549
8466,69,100,4,S,F,M,3,N,0,0,15,19000,M,2,E,1,4,18.97,0.53,1,56,1,0,0,0,1,0,1,0,0,0,N,0,57,57,20,No,2417549
16652,57,100,14,S,F,M,2,Y,0,75,85,143000,H,5,O,0,8,0,0.88,0,102,A,0,1,0,0,0,1,0,0,0,N,0,135,102,85,No,2417549
1403,32,50,2,S,U,S,2,Y,15,25,25,6000,U,9,A,0,0,0,0.58,0,5,A,0,2,0,0,1,1,0,0,0,N,0,28,28,13,No,2417549
37772,30,100,14,S,F,M,1,N,0,0,0,62500,H,4,E,0,3,9.97,0.83,1,34,A,0,1,0,0,0,1,0,0,0,N,0,34,34,20,No,2417549
38334,35,100,8,S,F,S,2,Y,100,100,25,5000,M,4,E,0,5,12,1,1,26,A,0,1,0,0,0,1,0,0,0,N,0,26,26,12,No,2417549
40537,37,0,1,S,F,M,6,Y,100,100,100,12000,W,2,O,0,5,65,1,3,50,I,0,0,0,1,0,1,0,0,0,N,0,204,55,38,No,2417549
355,52,20,1,M,F,S,3,U,45,0,45,85000,U,6,E,0,4,244,1.2,5,29,A,0,4,0,0,0,4,0,0,0,N,0,57,57,7,No,2417549
21938,45,100,4,S,M,M,5,Y,65,75,100,290000,W,9,E,1,4,115.73,0.64,6,35,A,0,1,0,1,0,2,0,0,0,N,0,190,35,9,No,2417549
14729,70,100,8,S,F,M,4,Y,100,100,75,31000,W,4,S,2,2,26,0.41,2,12,A,1,0,0,1,0,1,0,0,0,N,0,90,90,53,No,2417549
11175,49,100,14,S,F,M,2,Y,100,100,45,153000,W,7,B,1,5,22.01,0.67,2,40,A,1,2,0,0,0,2,0,1,0,N,0,109,109,85,No,2417549
35039,55,100,14,S,F,M,4,Y,65,65,100,134000,W,9,O,0,6,22,0.92,1,62,A,0,1,0,0,0,1,0,0,0,N,0,62,62,38,No,2417549
30328,50,100,12,M,F,S,3,Y,0,100,100,33000,M,3,O,1,8,47.97,0.86,3,116,1,0,2,0,1,0,3,0,0,0,N,0,122,122,98,No,2417549
40530,62,0,10,S,F,M,4,Y,65,100,100,135000,W,3,E,0,5,90,2.05,2,57,A,1,2,0,0,0,2,1,0,0,N,0,71,71,35,Yes,2417549
4150,78,100,3,S,F,M,3,Y,100,0,35,62000,R,2,O,0,13,77.5,0.79,4,132,A,0,2,0,0,0,2,0,0,0,N,0,180,132,95,No,2417549
